season,ranker,team,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,DUMMY,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,arena_name,attendance,attendance_per_g,made_playoffs
2024,13,Cleveland Cavaliers,26.2,48,34,47,35,2.4099999999999997,-0.44,1.98,115.2,112.7,2.5,97.2,0.234,0.42200000000000004,0.586,NA,0.557,12.4,23.2,0.17900000000000002,0.535,12.3,76.9,0.19,,793167,19432,TRUE
2024,14,Dallas Mavericks,26.5,50,32,46,36,2.21,0.09,2.3,117.6,115.4,2.2,100.1,0.251,0.441,0.592,NA,0.562,11.2,22.2,0.19,0.548,12.1,75.2,0.184,,828897,20217,TRUE
2024,15,Orlando Magic,24,47,35,46,36,2.02,-0.55,1.48,113.4,111.3,2.1,96.9,0.28700000000000003,0.369,0.5770000000000001,NA,0.541,13.3,25.3,0.21800000000000003,0.543,13.8,78.1,0.20600000000000002,,773939,18849,TRUE
2024,16,Miami Heat,28,46,36,46,36,1.76,-0.6599999999999999,1.1,114,112.2,1.8,96.2,0.257,0.394,0.5780000000000001,NA,0.538,11.7,21.8,0.21000000000000002,0.543,12.7,78.1,0.17400000000000002,,809743,19750,TRUE
2024,17,Sacramento Kings,26.4,46,36,45,37,1.74,0.55,2.29,116.9,115.2,1.7,98.8,0.229,0.43200000000000005,0.582,NA,0.556,11.6,24.5,0.171,0.555,12.5,78.4,0.21300000000000002,,735015,17927,FALSE
2024,18,Houston Rockets,25.1,41,41,44,38,1.12,0.12000000000000001,1.24,114.5,113.4,1.1,99,0.257,0.397,0.5650000000000001,NA,0.529,11.2,25.1,0.199,0.533,12.2,76,0.21900000000000003,,720045,17562,FALSE
2024,19,Los Angeles Lakers,28,47,35,42,40,0.6,0.48000000000000004,1.07,115.9,115.3,0.6,100.9,0.276,0.358,0.601,NA,0.5660000000000001,12.5,19.9,0.21600000000000003,0.55,11.7,76.2,0.15300000000000002,,793945,18925,TRUE
2024,20,Chicago Bulls,28.1,39,43,37,45,-1.44,-0.32999999999999996,-1.77,114.9,116.3,-1.4,96.3,0.23600000000000002,0.358,0.5680000000000001,NA,0.534,11,25.1,0.187,0.556,12.7,76.4,0.195,,845620,20625,FALSE
2024,21,Atlanta Hawks,26.2,36,46,36,46,-2.18,-0.19,-2.38,117.2,119.4,-2.2,100.1,0.251,0.40800000000000003,0.5760000000000001,NA,0.539,11.6,27.1,0.2,0.5720000000000001,12.4,75.2,0.192,,696418,16986,FALSE
2024,22,Brooklyn Nets,26.1,32,50,34,48,-2.8899999999999997,-0.13,-3.02,113.2,116.1,-2.9,96.9,0.234,0.41200000000000003,0.561,NA,0.531,11.8,25.2,0.17700000000000002,0.543,11.4,76,0.193,,720291,17568,FALSE
2024,23,Utah Jazz,25.1,31,51,29,53,-4.89,0.6799999999999999,-4.22,115.5,120.4,-4.9,99.5,0.251,0.406,0.5790000000000001,NA,0.539,13.6,28.1,0.20900000000000002,0.5670000000000001,10.9,75.2,0.182,,746446,18206,FALSE
2024,24,San Antonio Spurs,23,22,60,26,56,-6.49,0.69,-5.8,110,116.4,-6.4,101.1,0.22,0.401,0.5630000000000001,NA,0.532,13.2,22.9,0.17200000000000001,0.555,11.7,76.4,0.17400000000000002,,742522,18211,FALSE
2024,25,Toronto Raptors,25.9,25,57,26,56,-6.44,-0.01,-6.45,112.3,118.8,-6.5,99.4,0.24100000000000002,0.369,0.5660000000000001,NA,0.535,12.4,24.2,0.182,0.5660000000000001,12.2,73.9,0.17200000000000001,,800129,19515,FALSE
2024,26,Memphis Grizzlies,24.4,27,55,24,58,-7,0.43000000000000005,-6.57,107.2,114.3,-7.1,98.2,0.23800000000000002,0.42800000000000005,0.543,NA,0.509,13.4,23.8,0.182,0.551,13.5,74.8,0.195,,681875,16631,FALSE
2024,27,Detroit Pistons,23.8,14,68,20,62,-9.11,0.05,-9.06,109.7,118.8,-9.1,99.8,0.24600000000000002,0.36,0.562,NA,0.526,13.5,23.9,0.193,0.558,11.1,77.3,0.221,,726378,18159,FALSE
2024,28,Washington Wizards,24.9,15,67,20,62,-9.29,0,-9.29,110.5,119.6,-9.1,102.7,0.221,0.389,0.5670000000000001,NA,0.538,12.2,20,0.169,0.562,12,72.5,0.201,,692851,16899,FALSE
2024,29,Portland Trail Blazers,24.1,21,61,20,62,-9.02,0.74,-8.29,108.3,117.5,-9.2,97.2,0.228,0.37,0.539,NA,0.503,13.4,27.5,0.181,0.558,12.8,74,0.21600000000000003,,751395,18327,FALSE
2024,30,Charlotte Hornets,25.1,21,61,18,64,-10.239999999999998,0.13,-10.12,109.3,119.8,-10.5,97.3,0.21200000000000002,0.391,0.56,NA,0.529,12.6,21.1,0.167,0.5720000000000001,12.3,74.5,0.188,,674400,16449,FALSE
2025,1,Oklahoma City Thunder,24.8,68,14,68,14,12.870000000000001,-0.16,12.7,120.3,107.5,12.8,100,0.22,0.41900000000000004,0.593,NA,0.56,10.3,24.2,0.18,0.513,14.9,74.6,0.21100000000000002,,754832,17973,TRUE
2025,2,Boston Celtics,28.9,61,21,62,20,9.11,-0.8300000000000001,8.28,120.6,111.1,9.5,95.7,0.21200000000000002,0.536,0.591,NA,0.561,10.8,25.7,0.169,0.522,11.6,76,0.15400000000000003,,785396,19156,TRUE
2025,3,Cleveland Cavaliers,26.6,64,18,62,20,9.54,-0.73,8.81,121.7,112.2,9.5,99.8,0.24100000000000002,0.457,0.607,NA,0.5780000000000001,11.6,25.9,0.187,0.528,12.6,74.8,0.181,,796712,19432,TRUE
2025,4,Minnesota Timberwolves,27.2,49,33,53,29,5,0.15000000000000002,5.1499999999999995,116.6,111.5,5.1,97.3,0.24900000000000003,0.455,0.588,NA,0.554,13,25.8,0.196,0.532,13.2,75.1,0.17800000000000002,,772249,18835,TRUE
2025,5,Los Angeles Clippers,29.7,50,32,53,29,4.659999999999999,0.18,4.84,115.1,110.3,4.8,97.5,0.251,0.387,0.589,NA,0.554,13.4,24.4,0.2,0.536,13.7,77.5,0.189,,679593,16575,TRUE
2025,6,Memphis Grizzlies,24.7,48,34,52,30,4.85,-0.06,4.79,117.7,113,4.7,103.3,0.24900000000000003,0.406,0.588,NA,0.554,13.1,28.7,0.196,0.533,12.9,74.9,0.20600000000000002,,683067,16660,TRUE
2025,7,Houston Rockets,24.9,52,30,52,30,4.51,0.45,4.970000000000001,115.3,110.8,4.5,98.6,0.24200000000000002,0.384,0.553,NA,0.523,11.8,31.7,0.17800000000000002,0.528,12.8,76.2,0.186,,716853,17484,TRUE
2025,8,New York Knicks,27.5,51,31,51,31,4.1,-0.51,3.59,118.5,114.3,4.2,96.7,0.232,0.382,0.589,NA,0.556,11.9,26,0.186,0.549,13.1,74.5,0.17600000000000002,,811794,19800,TRUE
2025,9,Denver Nuggets,27,50,32,50,32,3.8899999999999997,0.08,3.9699999999999998,119.9,116,3.9,99.8,0.259,0.356,0.604,NA,0.5730000000000001,12.5,26.7,0.2,0.542,11.3,74.6,0.17300000000000001,,811211,19786,TRUE
2025,10,Golden State Warriors,28.6,48,34,49,33,3.3,0.25,3.56,115,111.7,3.3,98.7,0.24400000000000002,0.46900000000000003,0.5680000000000001,NA,0.536,12.3,27.3,0.187,0.541,14.1,75.6,0.189,,740624,18064,TRUE
2025,11,Milwaukee Bucks,29.3,48,34,47,35,2.48,-0.36,2.12,115.9,113.4,2.5,99.3,0.268,0.42400000000000004,0.598,NA,0.5680000000000001,12.2,19.3,0.201,0.533,11.4,76.2,0.17400000000000002,,732014,17437,TRUE
2025,12,Indiana Pacers,25.8,50,32,46,36,2.23,-0.55,1.6800000000000002,116.5,114.3,2.2,99.9,0.24100000000000002,0.4,0.594,NA,0.562,11.8,21.3,0.19,0.546,13.1,74.5,0.19,,685434,16737,TRUE
2025,13,Detroit Pistons,25.8,44,38,46,36,1.9,-0.17,1.73,115,113.1,1.9,99.8,0.24800000000000003,0.394,0.58,NA,0.547,13,26.2,0.192,0.539,13.3,76,0.21400000000000002,,781929,19071,TRUE
2025,14,Los Angeles Lakers,27.9,50,32,44,38,1.22,0.23,1.45,115.9,114.7,1.2,97.6,0.271,0.42500000000000004,0.593,NA,0.557,12.7,23.3,0.21300000000000002,0.539,12.2,74.5,0.17800000000000002,,767626,18723,TRUE
2025,15,Miami Heat,26.8,37,45,42,40,0.56,-0.45,0.11,113.5,112.9,0.6,96.2,0.232,0.42900000000000005,0.5760000000000001,NA,0.544,12.4,22.3,0.183,0.543,12.5,75.8,0.15700000000000003,,808337,19716,TRUE
2025,16,Sacramento Kings,27.8,40,42,42,40,0.48000000000000004,0.11,0.58,116.7,116.2,0.5,98.2,0.23500000000000001,0.391,0.582,NA,0.548,11.8,25.4,0.19,0.557,12.5,76.9,0.2,,696409,16986,FALSE
2025,17,Orlando Magic,24.9,41,41,41,41,-0.12000000000000001,-0.58,-0.7,109.4,109.6,-0.2,96.1,0.269,0.41100000000000003,0.55,NA,0.51,12.9,25.3,0.20800000000000002,0.538,15,77,0.22,,762121,18588,TRUE
2025,18,Atlanta Hawks,24.9,40,42,38,44,-1.1300000000000001,-0.28,-1.41,114.6,115.7,-1.1,102.6,0.252,0.41000000000000003,0.5790000000000001,NA,0.546,13.2,26.3,0.196,0.56,13.8,76,0.202,,657613,16440,FALSE
2025,19,Dallas Mavericks,27.5,39,43,38,44,-1.2,0.46,-0.74,114.8,116,-1.2,99.2,0.263,0.389,0.583,NA,0.549,12.5,23.3,0.203,0.54,11.6,73.1,0.17900000000000002,,803174,20079,FALSE
2025,20,Chicago Bulls,25.2,39,43,37,45,-1.56,-0.27,-1.83,114.1,115.6,-1.5,102.8,0.21400000000000002,0.457,0.585,NA,0.553,12.7,22.3,0.17300000000000001,0.539,10.8,76.6,0.17800000000000002,,825659,20138,FALSE
2025,21,San Antonio Spurs,26,34,48,34,48,-2.7600000000000002,0.31,-2.4499999999999997,114.4,117.2,-2.8,99.3,0.234,0.441,0.5750000000000001,NA,0.544,12.3,24.3,0.181,0.551,12,73,0.15800000000000003,,731474,17976,FALSE
2025,22,Portland Trail Blazers,23.8,36,46,33,49,-2.98,0.31,-2.67,111.7,114.7,-3,98.8,0.24600000000000002,0.41800000000000004,0.555,NA,0.521,13.8,29.2,0.187,0.543,13.6,72.5,0.20400000000000001,,719369,17546,FALSE
2025,23,Phoenix Suns,29.1,36,46,34,48,-3,0.45,-2.55,116.2,119.3,-3.1,97.1,0.24100000000000002,0.44,0.595,NA,0.561,12.8,22.6,0.195,0.552,10.9,74.1,0.191,,699911,17071,FALSE
2025,24,Toronto Raptors,24.5,30,52,30,52,-4.29,-0.11,-4.4,110.5,114.8,-4.3,99.7,0.232,0.373,0.553,NA,0.522,13.3,27.3,0.17300000000000001,0.541,13.2,73.9,0.222,,768573,18746,FALSE
2025,25,Philadelphia 76ers,27.1,24,58,26,56,-6.23,-0.06,-6.29,111.9,118.2,-6.3,97.4,0.257,0.42600000000000005,0.5630000000000001,NA,0.527,12.3,23.4,0.201,0.5700000000000001,14.3,71.8,0.194,,813621,19844,FALSE
2025,26,Brooklyn Nets,24.7,26,56,23,59,-7.109999999999999,0.16,-6.95,108.5,115.8,-7.3,96.4,0.24000000000000002,0.458,0.552,NA,0.516,13.7,24.5,0.189,0.557,13.7,75,0.21800000000000003,,713304,17398,FALSE
2025,27,Utah Jazz,23.9,17,65,20,62,-9.34,0.8300000000000001,-8.51,111.2,120.4,-9.2,100,0.252,0.449,0.5680000000000001,NA,0.533,14.9,26.9,0.195,0.559,10.3,74.1,0.185,,745175,18175,FALSE
2025,28,Charlotte Hornets,25.1,19,63,20,62,-9.11,0.01,-9.1,107.3,116.6,-9.3,97.6,0.222,0.43000000000000005,0.537,NA,0.503,13.7,26.5,0.17400000000000002,0.547,11.9,74.5,0.19,,703935,17169,FALSE
2025,29,New Orleans Pelicans,25.9,21,61,20,62,-9.43,0.8400000000000001,-8.59,110.4,119.9,-9.5,99.1,0.24400000000000002,0.385,0.552,NA,0.519,12.8,26.3,0.184,0.5640000000000001,12.3,72.7,0.19,,689400,16815,FALSE
2025,30,Washington Wizards,23.5,18,64,15,67,-12.44,0.3,-12.139999999999999,106.8,119.1,-12.3,100.9,0.229,0.43500000000000005,0.546,NA,0.512,13.6,22.7,0.17800000000000002,0.548,11.4,71.9,0.202,,663691,16084,FALSE
2026,1,Oklahoma City Thunder,25.2,64,18,65,17,11.15,-0.11,11.04,118.9,107.7,11.2,99.3,0.261,0.42600000000000005,0.599,NA,0.561,11.2,22.3,0.21300000000000002,0.519,14.6,74.4,0.184,,764842,18203,TRUE
2026,2,San Antonio Spurs,25.4,62,20,60,22,8.3,-0.03,8.28,119.6,111.3,8.3,99.9,0.274,0.42200000000000004,0.595,NA,0.559,11.8,26.2,0.21500000000000002,0.522,11.5,77.3,0.18,,743129,18703,TRUE
2026,3,Detroit Pistons,26.1,60,22,60,22,8.16,-0.63,7.53,117.9,109.7,8.2,99.3,0.29200000000000004,0.345,0.583,NA,0.546,13,30.9,0.223,0.517,14.8,74.2,0.251,,806422,19651,TRUE
2026,4,Boston Celtics,26.9,56,26,59,23,7.7,-0.32999999999999996,7.37,120.8,112.7,8.1,94.8,0.20700000000000002,0.467,0.583,NA,0.553,11.2,29.2,0.167,0.523,11.4,75.7,0.189,,785396,19156,TRUE
2026,5,New York Knicks,28.1,53,29,56,26,6.33,-0.28,6.05,119.8,113.3,6.5,96.8,0.23800000000000002,0.42800000000000005,0.59,NA,0.557,12.1,29.3,0.188,0.541,13.1,76.7,0.20600000000000002,,792480,19812,TRUE
2026,6,Houston Rockets,26.5,52,30,54,28,5.22,-0.35,4.87,118.6,113.2,5.4,96.1,0.26,0.35,0.5760000000000001,NA,0.542,13.3,34.8,0.199,0.53,12.1,74.5,0.189,,740378,18058,TRUE
2026,7,Denver Nuggets,27.8,54,28,53,29,5.1499999999999995,-0.17,4.970000000000001,122.6,117.4,5.2,98.4,0.29400000000000004,0.40800000000000003,0.616,NA,0.5770000000000001,11.5,23.6,0.23700000000000002,0.543,10.4,75.3,0.196,,812868,19826,TRUE
2026,8,Charlotte Hornets,24,44,38,53,29,4.83,-0.35,4.48,119.4,114.4,5,96.8,0.24400000000000002,0.48700000000000004,0.589,NA,0.552,13.5,30.5,0.2,0.54,11.6,76.6,0.186,,767319,18715,FALSE
2026,9,Cleveland Cavaliers,27.2,52,30,51,31,4.109999999999999,-0.33999999999999997,3.7800000000000002,119.2,115.1,4.1,99.9,0.265,0.442,0.595,NA,0.561,12.2,26.9,0.20600000000000002,0.543,13.1,74.4,0.20900000000000002,,796712,19432,TRUE
2026,10,Minnesota Timberwolves,27.9,49,33,49,33,3.3499999999999996,-0.28,3.07,116.8,113.5,3.3,100.5,0.28500000000000003,0.42000000000000004,0.592,NA,0.559,12.9,25.7,0.21500000000000002,0.529,13,73.7,0.22,,732465,17865,TRUE
2026,11,Toronto Raptors,24.8,46,36,48,34,2.8299999999999996,-0.08,2.75,115.9,113,2.9,98.4,0.265,0.363,0.581,NA,0.546,12.2,25.5,0.20400000000000001,0.54,14.3,74,0.222,,772141,18833,TRUE
2026,12,Atlanta Hawks,25.2,46,36,47,35,2.4099999999999997,-0.03,2.38,116.1,113.7,2.4,101.7,0.234,0.42900000000000005,0.584,NA,0.554,12.3,24.4,0.181,0.546,13.9,74.5,0.20600000000000002,,670581,16356,TRUE
2026,13,Miami Heat,26.2,43,39,47,35,2.3299999999999996,0.02,2.3499999999999996,116.7,114.5,2.2,103.4,0.268,0.406,0.58,NA,0.542,11.6,25.4,0.21200000000000002,0.54,12.8,74.9,0.193,,808063,19709,FALSE
2026,14,Los Angeles Lakers,28,53,29,45,37,1.76,-0.07,1.6800000000000002,118.2,116.4,1.8,98.3,0.32,0.394,0.609,NA,0.5730000000000001,13.2,23.9,0.24400000000000002,0.555,13,74.3,0.191,,773047,18855,TRUE
2026,15,Phoenix Suns,26.8,45,37,45,37,1.46,0.28,1.75,115.4,113.9,1.5,97.2,0.225,0.453,0.5680000000000001,NA,0.537,12.8,28.9,0.17600000000000002,0.541,14.5,71.9,0.21700000000000003,,699911,17071,TRUE
2026,16,Los Angeles Clippers,30,42,40,44,38,1.1300000000000001,-0.17,0.96,117.3,116.1,1.2,96.5,0.29500000000000004,0.404,0.602,NA,0.559,13.2,23.7,0.24300000000000002,0.545,12.9,72.9,0.197,,722504,17622,FALSE
2026,17,Orlando Magic,24.7,45,37,43,39,0.63,0.17,0.81,114.9,114.3,0.6,100,0.311,0.386,0.5760000000000001,NA,0.531,12.4,25,0.24900000000000003,0.545,13.1,75.6,0.223,,768906,18462,TRUE
2026,18,Philadelphia 76ers,25.5,45,37,41,41,-0.18,-0.09,-0.27,115.4,115.5,-0.1,99.4,0.275,0.391,0.5720000000000001,NA,0.53,11.9,26.2,0.222,0.541,13.3,72.5,0.21200000000000002,,778871,18997,TRUE
2026,19,Portland Trail Blazers,25.2,42,40,40,42,-0.29000000000000004,0.01,-0.29000000000000004,114.4,114.7,-0.3,100.5,0.28,0.46900000000000003,0.5700000000000001,NA,0.534,14.6,31.3,0.21400000000000002,0.541,13.5,72.7,0.21500000000000002,,718863,17533,TRUE
2026,20,Golden State Warriors,28.6,37,45,40,42,-0.56,0.22,-0.33999999999999997,115,115.6,-0.6,99,0.23800000000000002,0.497,0.584,NA,0.549,13.8,25.8,0.192,0.553,14,72.9,0.198,,740624,18064,FALSE
2026,21,New Orleans Pelicans,24.1,26,56,30,52,-4.5,0.24000000000000002,-4.26,114.4,118.9,-4.5,100.3,0.28400000000000003,0.355,0.5680000000000001,NA,0.527,12.2,27,0.222,0.555,12.4,71.4,0.199,,675507,16476,FALSE
2026,22,Chicago Bulls,25.3,31,51,29,53,-5.21,0.12000000000000001,-5.09,113,118.1,-5.1,102.5,0.24600000000000002,0.443,0.58,NA,0.547,13.3,23.1,0.191,0.553,11.1,75.5,0.19,,829997,20244,FALSE
2026,23,Dallas Mavericks,26.2,26,56,28,54,-5.51,0.18,-5.33,111.2,116.5,-5.3,101.7,0.28700000000000003,0.355,0.5640000000000001,NA,0.527,12.6,23.2,0.21700000000000003,0.546,11.4,74.1,0.183,,790821,19288,FALSE
2026,24,Memphis Grizzlies,24.6,25,57,27,55,-6.01,0.18,-5.83,112.9,118.8,-5.9,101.3,0.251,0.43600000000000005,0.5700000000000001,NA,0.533,13,24.7,0.199,0.562,13.3,70.9,0.203,,632000,15339,FALSE
2026,25,Milwaukee Bucks,27.1,32,50,26,56,-6.21,0.09,-6.119999999999999,112.9,119.3,-6.4,97.6,0.223,0.457,0.589,NA,0.5650000000000001,13.9,21.1,0.163,0.558,11.7,74.1,0.21500000000000002,,682644,16650,FALSE
2026,26,Indiana Pacers,26.1,19,63,23,59,-7.99,0.35,-7.64,110.9,118.8,-7.9,101,0.252,0.42200000000000004,0.5680000000000001,NA,0.533,12.8,21.7,0.196,0.556,11.7,74.1,0.21800000000000003,,682287,16641,FALSE
2026,27,Utah Jazz,24.1,22,60,23,59,-8.43,0.38,-8.05,114.1,122.3,-8.2,102.3,0.277,0.402,0.5750000000000001,NA,0.536,13.2,26.2,0.21800000000000003,0.5780000000000001,12.4,72.9,0.227,,745626,18186,FALSE
2026,28,Sacramento Kings,28.3,22,60,19,63,-10,0.42000000000000004,-9.58,111.4,121.5,-10.1,99.2,0.256,0.33899999999999997,0.56,NA,0.525,12.6,25.9,0.198,0.5720000000000001,12.3,73.5,0.21600000000000003,,661735,16140,FALSE
2026,29,Brooklyn Nets,23.5,20,62,18,64,-9.99,0.29000000000000004,-9.7,108.7,119,-10.3,97.1,0.272,0.455,0.559,NA,0.52,14.3,23.6,0.21200000000000002,0.5710000000000001,13.2,74,0.225,,713896,17412,FALSE
2026,30,Washington Wizards,23.5,17,65,16,66,-11.98,0.36,-11.62,111,122.7,-11.7,101.4,0.23500000000000001,0.403,0.5660000000000001,NA,0.535,13.6,24.1,0.18,0.5630000000000001,11.7,70.2,0.232,,660376,16107,FALSE
